id_family_datalake,question,answer,time,FavelaID,Gender,Race,HowManyPHHH
4.13.7.2022.951098R_2mgyDfWrBRLEUo1,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.13.9.2022.735886R_1LbwzrkbBsmEk0k,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,3
4.13.9.2022.905274R_1I5kp9kSko3LIjs,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.14.7.2022.668556R_2wugtGZ1jFNH1fR,SchoolLast,Ensino médio,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.14.9.2022.151323R_2ScPHRF9RdbVdhM,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,1
4.14.9.2022.569884R_10Ieo9iXcT4WLg7,SchoolLast,Nunca estudei,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,3
4.14.9.2022.845183R_1F53o58tIY327fv,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.14.9.2022.943265R_2SvidKpoA6azBJL,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,5
4.15.7.2022.401167R_aWD9MaUdSzNRkd3,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,2
4.15.8.2022.373161R_3Ra6yIeNO5fzist,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,4
4.15.9.2022.356800R_25T1eg8Z1zKnb9I,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),NA,NA,NA
4.15.9.2022.607043R_1FyQJGML0BYjDgm,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Preta,2
4.15.9.2022.944801R_1hySDyMTqdrJk6T,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Parda,3
4.15.9.2022.977807R_1H5IabSsyBR5Ue4,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.16.3.2022.817351R_1CeHKIbAcKxpQrb,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,4
4.18.7.2022.710448R_1IZqj8fjuEti5vz,SchoolLast,Ensino médio,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,1
4.18.7.2022.984217R_2cisXlfhEZMhNoK,SchoolLast,Ensino médio,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.19.7.2022.770219R_1jJ2NX3ESvAJfMO,SchoolLast,Nunca estudei,FIRST,Vergel do Lago (Maceió),Homem cisgênero,NA,1
4.19.9.2022.252190R_1KeBVceIdw0WZic,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,4
4.19.9.2022.403695R_25yIPgQU1Om6TFZ,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Parda,1
4.19.9.2022.443807R_3DngJfeBlJaweRv,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,1
4.19.9.2022.470621R_1dKbew4bz6WmNoi,SchoolLast,Ensino médio,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Preta,1
4.19.9.2022.475828R_10uVUSaj7g2Lwdt,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.19.9.2022.953029R_1et9m1yQsW93gOn,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Parda,1
4.19.9.2022.986773R_3Ld3bdHmLtJePqI,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,2
4.2.8.2022.539633R_25BdQ9nd4VqYEym,SchoolLast,Técnico profissionalizante,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.2.8.2022.844305R_3KVJh8C0ICzbrbT,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),NA,NA,1
4.2.8.2022.989441R_1oAvmkT4BE2GtFR,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,NA,1
4.20.7.2022.214332R_1imp0fHq1bMTM0O,SchoolLast,Técnico profissionalizante,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.20.7.2022.391821R_1gwE29U86ctZsDU,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,4
4.20.7.2022.423738R_1JDFjtFD4ZxbYo4,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,2
4.20.7.2022.681626R_ptjSHnVNfjeFuDv,SchoolLast,Ensino médio,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Indígena,1
4.20.9.2022.176515R_3qV7YOa6HkOJUPC,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Preta,1
4.20.9.2022.210967R_2TKVlBVwt1LRRkQ,SchoolLast,Ensino médio,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,4
4.20.9.2022.472302R_3fE0DacBEEDa3py,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Preta,2
4.21.3.2022.202399R_1Fh1J6c1wmo28sv,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,5
4.21.3.2022.586337R_2hhuvHSLv3dPr7X,SchoolLast,Nunca estudei,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.21.3.2022.954828R_vBM8bbtEXNrSaf7,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,1
4.21.3.2022.957010R_12MwmOJwfLeL7kJ,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,4
4.21.7.2022.147294R_Ybih0tOKxjqe41z,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,1
4.21.7.2022.520612R_2TFYnznUg82OkDH,SchoolLast,Nunca estudei,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,5
4.21.7.2022.560857R_1hQEzpvD7NV7kin,SchoolLast,Nunca estudei,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.22.7.2022.297885R_117WofCp0urcrHb,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Amarela,2
4.22.7.2022.381921R_RVRBjEHJ7ercPst,SchoolLast,EJA,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.23.6.2022.708199R_1kLzrGRUIC9aeGO,SchoolLast,Ensino médio,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.23.6.2022.728115R_0Pv4435AKnLIVH3,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Parda,6
4.24.8.2022.943042R_2CEAWNcY75Pt3mF,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,2
4.25.7.2022.297192R_2dSA0WBRw2GMux2,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,2
4.25.7.2022.744659R_1qTWl7KzDuSqLho,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,5
4.25.8.2022.205410R_1cUOhJjyzxm1FfL,SchoolLast,Ensino fundamental,FIRST,Morro da Providência (Rio de Janeiro),Mulher cisgênero,Preta,6
4.26.7.2022.180139R_1N9b1yvJDj69w3q,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.27.7.2022.119410R_2YhUdw7zgx8yrUJ,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Parda,10
4.27.7.2022.271254R_QcOJzMpikroELst,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Preta,1
4.27.7.2022.432037R_2qjUW6SgIQI1cRT,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.27.7.2022.863840R_2B3gXTB28aRFrSk,SchoolLast,Ensino médio,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Preta,3
4.27.7.2022.962760R_3JqnTxFNfClTT7O,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
4.28.7.2022.320529R_1M4dJMWKkvf6vC6,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.28.7.2022.537536R_28LDu6AvvvcFdHo,SchoolLast,Ensino médio,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Parda,1
4.3.12.2021.660161R_1NsRx3OaA12gfja,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,2
4.30.6.2022.383666R_1CefQNfO7XFnSRE,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,4
4.31.3.2022.635387R_1C28vm4cdfWrQRT,SchoolLast,Ensino médio,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,3
4.4.8.2022.416591R_2Toa0fFzdwHPCHM,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),NA,NA,NA
4.5.4.2022.251389R_1BY52rRfUBVs3kT,SchoolLast,Ensino médio,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,3
4.5.4.2022.346925R_1DwL2PKYRW5sO1s,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,9
4.5.4.2022.425733R_2XhvLvW67zqQgl5,SchoolLast,Ensino médio,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,3
4.5.8.2022.882332R_2P5U44UnGmr5FFz,SchoolLast,Superior,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,3
4.5.8.2022.962896R_2zHotlOSKoS6ACX,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Preta,3
4.6.7.2022.382007R_A1Ek1LbNEXCcK6R,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Branca,3
4.6.7.2022.430943R_egHEPUhvK1VRORr,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,4
4.6.7.2022.687806R_24dSiP1Yhp47KKH,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Parda,4
4.6.7.2022.708720R_560rqTB0fjWGbvz,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Parda,4
4.6.7.2022.773481R_2wabTgriaQplVGL,SchoolLast,Ensino médio,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,1
4.6.7.2022.918612R_01J3AfbX1jX3Fg5,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Preta,2
4.7.7.2022.855951R_5tYjkyvspcvZHcB,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,2
4.7.7.2022.936065R_3RmjG8EcovoVBTD,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),NA,Parda,2
4.7.7.2022.979316R_3qvwWaSOtshhOYr,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,1
4.8.7.2022.780872R_3qIs9BBJaBR3OUK,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,4
4.8.8.2022.223649R_0iySMZKjtTqkptT,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,10
4.8.8.2022.256652R_2UgEJ9qdVYUBXgy,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Preta,1
4.8.9.2022.452601R_28Ysf8zubzV18DF,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Parda,2
4.9.11.2021.875861R_12xp6j21QiFhcfS,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,2
4.9.12.2021.404496R_23dg31ekv0ZBIXE,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Preta,4
4.9.8.2022.377946R_2CkVFii8kcvqfO1,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Homem cisgênero,Branca,2
4.9.9.2022.617243R_eX9MVfOFl3zpcqZ,SchoolLast,Ensino fundamental,FIRST,Vergel do Lago (Maceió),Mulher cisgênero,Parda,3
1.17.3.2022.255174R_2VebK46u6U96KlK,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,1
1.23.11.2021.962477R_3rOGcO7lnFstxDU,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.23.2.2022.286306R_2qq3B4c4wNYtAxa,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,7
1.23.2.2022.287346R_6u3kwQ5tQVMzIuR,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.23.2.2022.344519R_3DtCBOWMkTlAzio,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Preta,1
1.23.2.2022.459975R_3qed0n4JH05DWlY,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,1
1.23.2.2022.479400R_pga8NCWT9AqatyN,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.23.2.2022.544620R_1CygPlkxZsIfmfN,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,4
1.23.2.2022.600840R_3lFZdkN8KFg0yJv,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,1
1.23.2.2022.616473R_2wbNKt7GCTLLxZU,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),NA,NA,5
1.23.2.2022.858831R_1Cyhb3z2ZB2gHXq,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,2
1.23.2.2022.984242R_2zcHpYl0qibNGX6,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Branca,1
1.24.2.2022.137450R_29uEFtsurNcOI1L,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,3
1.24.2.2022.171828R_3n0Fkomd1JbvgrG,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.24.2.2022.221155R_3qx2HRqgb0a9bHu,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.24.2.2022.256136R_3iCKJgMfwkQUyVD,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,4
1.24.2.2022.420984R_2dvcKpPdZb6xzxu,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Branca,2
1.24.2.2022.443166R_2U2XwjtnTvtdHWH,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,4
1.24.2.2022.639789R_us4cjZCkYPZjwxr,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,3
1.24.2.2022.738850R_3LcCTeP5azuvyvx,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.24.2.2022.967839R_Tpb6VFNEaBy58mB,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.24.2.2022.971473R_3O8hyMqvg16Cobp,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,1
1.25.11.2021.292168R_RKwBgQ5rTkL9mI9,SchoolLast,Pré-escola,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.25.11.2021.499387R_1ILT5UzDMo4M2on,SchoolLast,Ensino médio,FIRST,Marte (São José do Rio Preto),NA,NA,3
1.25.11.2021.752986R_3feMh3Re1nsW0fZ,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),NA,NA,NA
1.25.2.2022.446115R_1ih7QbcvrNFr92P,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,3
1.25.2.2022.626421R_1dmkH9koWTvY9OS,SchoolLast,Técnico profissionalizante,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.3.3.2022.618879R_e9ccCkO0w3fX2ff,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.3.3.2022.853359R_2tEAW7ZRVzg4A4s,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Preta,4
1.3.3.2022.876247R_ONEW8IuGYFk90iZ,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),Homem cisgênero,Parda,1
1.3.3.2022.907429R_2aOKK3gllv1Hs4e,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),NA,NA,2
1.4.3.2022.481971R_2DYteXuqkjx7Ylk,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),NA,NA,4
1.4.3.2022.560359R_2Y4dC26dWtQFByM,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,4
1.4.3.2022.657976R_5ij7L8Wxauf4ixr,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Parda,3
1.4.3.2022.885189R_1j9OyZOpPz9VOQu,SchoolLast,Ensino fundamental,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Preta,1
1.4.3.2022.969678R_6fMaYDFd05P4h57,SchoolLast,NA,FIRST,Marte (São José do Rio Preto),Mulher cisgênero,Branca,2
2.1.2.2022.113963R_1eXcH7aBSGJzXw7,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Branca,5
2.1.2.2022.361598R_2aUzyrxL3XzEU1A,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,3
2.1.2.2022.521286R_2tatZSQiaVAsKnN,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.1.2.2022.639603R_25TjU40vMvTLLEL,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Homem cisgênero,Preta,7
2.1.4.2022.129423R_2cdYAQNPpp3ZZ2F,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,5
2.1.4.2022.130558R_23ga0qOUIDIQZUg,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,4
2.1.4.2022.172399R_1C3VyVRQvCAtnWs,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,3
2.1.4.2022.220064R_1DPjcs5QlrG0wJf,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.1.4.2022.317720R_1DYaywBBbFt1JXM,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,4
2.1.4.2022.441135R_1Iaanp3ph1J5MOj,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.1.4.2022.742770R_30bZKBtMa3jFJpz,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.1.4.2022.868123R_1f8Bmzo7Fg5AXgw,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.1.4.2022.918789R_1HeHmOzhihu9U48,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Branca,6
2.1.4.2022.951692R_2rIqxLWt24exbXL,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),NA,Preta,4
2.10.3.2022.264997R_3PmE8Wn3k6sjcOb,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.11.2.2022.809202R_3L5choasnp2ijAo,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.12.2.2022.496503R_1lo5ALalh4uFRdD,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.12.2.2022.522077R_2w00MYGNffypCek,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,4
2.12.2.2022.621667R_1mEmcuMrXLjn6tk,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.12.2.2022.873802R_ue11F2Rx9YQYw5r,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.14.1.2022.572145R_1i8PM90GFaHC9Gx,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.14.1.2022.585043R_1GOfVDZ9fmwxyhd,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),Homem cisgênero,Branca,5
2.15.1.2022.194638R_1OuAGcrrxv5NKzU,SchoolLast,Ensino médio,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,4
2.16.2.2022.209408R_1M5NwT4RogqWtx1,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,4
2.16.2.2022.398151R_02Ql6AEl7mEKAKJ,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),Homem cisgênero,Parda,1
2.17.2.2022.222935R_1fdQwO5WLCaXqr1,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Homem cisgênero,Parda,2
2.17.2.2022.556767R_2AEV2lSVmAP3yQ3,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,1
2.17.2.2022.787939R_277OVaEycdD0RD8,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.18.2.2022.224170R_1NCESAjtlXmERrD,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,7
2.18.2.2022.527794R_1OVKPxjZ4L9tblF,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.18.2.2022.953324R_1Du3xojSSGCHe8y,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,2
2.19.2.2022.385042R_2164SXHeHOv27G3,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.19.2.2022.756725R_1CI5KujkxlBAEwM,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.2.2.2022.363566R_8cux1V1x89up0ch,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Branca,1
2.2.2.2022.399219R_1rdCXfgXTXqBjMg,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.2.2.2022.499414R_1FDI4VEr1rzMTfF,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Homem cisgênero,Parda,1
2.2.2.2022.658944R_0Jqog7SOu8EsxfH,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Homem cisgênero,Preta,2
2.2.2.2022.946095R_1GVwwZS9L4mP2Sb,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.21.12.2021.785812R_2EhOuK9LCwtbOfj,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,4
2.22.2.2022.424206R_1q1wPgF2JixSiAh,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.22.2.2022.781217R_331sHkkKHUMIvx2,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,5
2.22.3.2022.603306R_1gT2ZQLhySlYTRf,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,5
2.23.2.2022.180492R_2ClwCq1Iw9FU78N,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,NA,1
2.23.2.2022.383266R_1cTFJcyd20P66G4,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Preta,6
2.24.2.2022.614503R_24i2cEPkyWDknZd,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.25.1.2022.256212R_10HFkNvtNpGFf7I,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,1
2.25.1.2022.349994R_1FwtZWGHbiU58pw,SchoolLast,EJA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,4
2.25.2.2022.132013R_2q9IQ1g1f2MTtta,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.25.2.2022.537037R_1HcmD7WpJr3kw9d,SchoolLast,Superior,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.26.1.2022.528925R_2TZuGRFALvlv4rL,SchoolLast,Ensino médio,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,5
2.27.1.2022.165404R_1YBNUaT9EcRbmBH,SchoolLast,EJA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.27.1.2022.510271R_3ELQj0TRF73tfvY,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.27.1.2022.650654R_3nc2QKtjDS49v6l,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.27.1.2022.975573R_3k6QBgJmOIGcfHb,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.28.1.2022.514501R_28XVb1w5dMiELlA,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.28.1.2022.607623R_1CfPHXMTCcNUF80,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Homem cisgênero,Parda,1
2.28.1.2022.741392R_12PGhhlyaBoC8Tl,SchoolLast,Ensino fundamental,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,8
2.28.1.2022.741757R_1LbwKdX8uDMLOUL,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,1
2.29.1.2022.165003R_2foKBk52izldvww,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.29.1.2022.384139R_33fDShYVz18HzF6,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Homem cisgênero,Preta,1
2.29.1.2022.389584R_NWw5MHt5HdPeqDT,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,2
2.29.1.2022.439359R_1IKIcTbe7ZMBGXw,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
2.29.1.2022.490332R_10wxt6j8CuIKZY2,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),Mulher cisgênero,Parda,4
2.29.1.2022.587045R_2XgnLq6jSaABDVX,SchoolLast,NA,FIRST,Favela dos Sonhos (São Paulo),NA,NA,NA
